No.	NAME	MW	AMW	Sv	Se	Sp	Si	Mv	Me	Mp	Mi	GD	nAT	nSK	nTA	nBT	nBO	nBM	SCBO	RBN	RBF	nDB	nTB	nAB	nH	nC	nN	nO	nP	nS	nF	nCL	nBR	nI	nB	nHM	nHet	nX	H%	C%	N%	O%	X%	nCsp3	nCsp2	nCsp	max_conj_path	nStructures	totalcharge
164	camphene	136.26	5.24076923076923	14.2144	25.0688	16.0912	29.3216	0.546707692307693	0.964184615384616	0.618892307692307	1.12775384615385	0.244444444444444	26	10	3	27	11	1	12	0	0	1	0	0	16	10	0	0	0	0	0	0	0	0	0	0	0	0	61.5384615384615	38.4615384615385	0	0	0	8	2	0	0	1	0
165	octenol	128.24	5.1296	12.9292	24.3961	14.5457	28.531	0.517168000000001	0.975844	0.581827999999999	1.14124	0.222222222222222	25	9	2	24	8	1	9	5	0.208333333333333	1	0	0	16	8	0	1	0	0	0	0	0	0	0	0	1	0	64	32	0	4	0	6	2	0	0	1	0
166	5-methylfurfural	110.12	7.86571428571429	9.01	14.3054	9.1932	15.6644	0.643571428571429	1.02181428571429	0.656657142857143	1.11888571428571	0.285714285714286	14	8	2	14	8	6	11.5	1	0.0714285714285714	1	0	5	6	6	0	2	0	0	0	0	0	0	0	0	2	0	42.8571428571429	42.8571428571429	0	14.2857142857143	0	1	5	0	7	1	0
167	phenol	94.12	7.24	8.2952	12.9781	8.7387	14.455	0.638092307692308	0.998315384615385	0.672207692307692	1.11192307692308	0.333333333333333	13	7	1	13	7	6	10	0	0	0	0	6	6	6	0	1	0	0	0	0	0	0	0	0	1	0	46.1538461538462	46.1538461538462	0	7.69230769230769	0	0	6	0	6	1	0
168	methylisohexenylketone	126.22	5.48782608695653	12.4024	22.5125	13.7843	26.1158	0.539234782608696	0.978804347826087	0.599317391304347	1.13546956521739	0.222222222222222	23	9	4	22	8	2	10	3	0.136363636363636	2	0	0	14	8	0	1	0	0	0	0	0	0	0	0	1	0	60.8695652173913	34.7826086956522	0	4.34782608695652	0	5	3	0	4	1	0
169	octadienone	124.2	5.91428571428572	11.8756	20.6289	13.0229	23.7006	0.565504761904762	0.982328571428572	0.620138095238095	1.1286	0.222222222222222	21	9	3	20	8	3	11	3	0.15	3	0	0	12	8	0	1	0	0	0	0	0	0	0	0	1	0	57.1428571428571	38.0952380952381	0	4.76190476190476	0	3	5	0	6	1	0
170	sabinene	136.26	5.24076923076923	14.2144	25.0688	16.0912	29.3216	0.546707692307693	0.964184615384616	0.618892307692307	1.12775384615385	0.244444444444444	26	10	3	27	11	1	12	1	0.037037037037037	1	0	0	16	10	0	0	0	0	0	0	0	0	0	0	0	0	61.5384615384615	38.4615384615385	0	0	0	8	2	0	0	1	0
171	1,5-octadien-3-ol	126.22	5.48782608695653	12.4024	22.5125	13.7843	26.1158	0.539234782608696	0.978804347826087	0.599317391304347	1.13546956521739	0.222222222222222	23	9	3	22	8	2	10	4	0.181818181818182	2	0	0	14	8	0	1	0	0	0	0	0	0	0	0	1	0	60.8695652173913	34.7826086956522	0	4.34782608695652	0	4	4	0	0	1	0
172	2,3-dehydro-1,8-cineole	152.26	5.63925925925926	14.9292	26.3961	16.5457	30.531	0.552933333333334	0.977633333333334	0.612803703703703	1.13077777777778	0.218181818181818	27	11	3	28	12	1	13	0	0	1	0	0	16	10	0	1	0	0	0	0	0	0	0	0	1	0	59.2592592592593	37.037037037037	0	3.7037037037037	0	8	2	0	0	1	0
173	pentylfuran	138.23	5.75958333333333	13.4024	23.5125	14.7843	27.1158	0.558433333333334	0.9796875	0.6160125	1.129825	0.222222222222222	24	10	1	24	10	5	12.5	4	0.166666666666667	0	0	5	14	9	0	1	0	0	0	0	0	0	0	0	1	0	58.3333333333333	37.5	0	4.16666666666667	0	5	4	0	5	1	0
174	ethylmethylpyrazine	122.19	6.43105263157895	11.15	18.738	12.057	21.6574	0.586842105263158	0.98621052631579	0.634578947368421	1.13986315789474	0.25	19	9	2	19	9	6	12	1	0.0526315789473684	0	0	6	10	7	2	0	0	0	0	0	0	0	0	0	2	0	52.6315789473684	36.8421052631579	10.5263157894737	0	0	3	4	0	6	1	0
175	trimethylthiazole	127.23	7.48411764705883	10.3157	16.7126	11.699	19.0791	0.606805882352942	0.983094117647059	0.688176470588235	1.1223	0.285714285714286	17	8	3	17	8	5	10.5	0	0	0	0	5	9	6	1	0	0	1	0	0	0	0	0	1	2	0	52.9411764705882	35.2941176470588	5.88235294117647	0	0	3	3	0	5	1	0
176	2-formylthiophene	112.16	10.1963636363636	7.9555	11.1709	8.625	11.9598	0.723227272727273	1.01553636363636	0.784090909090909	1.08725454545455	0.333333333333333	11	7	1	11	7	6	10.5	1	0.0909090909090909	1	0	5	4	5	0	1	0	1	0	0	0	0	0	1	2	0	36.3636363636364	45.4545454545455	0	9.09090909090909	0	0	5	0	7	1	0
177	octanal	128.24	5.1296	12.9292	24.3961	14.5457	28.531	0.517168000000001	0.975844	0.581827999999999	1.14124	0.222222222222222	25	9	2	24	8	1	9	6	0.25	1	0	0	16	8	0	1	0	0	0	0	0	0	0	0	1	0	64	32	0	4	0	7	1	0	0	1	0
178	octanone	128.24	5.1296	12.9292	24.3961	14.5457	28.531	0.517168000000001	0.975844	0.581827999999999	1.14124	0.222222222222222	25	9	3	24	8	1	9	5	0.208333333333333	1	0	0	16	8	0	1	0	0	0	0	0	0	0	0	1	0	64	32	0	4	0	7	1	0	0	1	0
179	methyldithiolane	120.26	8.59	8.4814	13.6872	10.341	15.5008	0.605814285714286	0.977657142857143	0.738642857142857	1.1072	0.4	14	6	1	14	6	0	6	0	0	0	0	0	8	4	0	0	0	2	0	0	0	0	0	2	2	0	57.1428571428571	28.5714285714286	0	0	0	4	0	0	0	1	0
180	2,4-heptadienal	110.17	6.12055555555556	10.3488	17.7453	11.2615	20.2854	0.574933333333334	0.98585	0.625638888888889	1.12696666666667	0.25	18	8	2	17	7	3	10	3	0.176470588235294	3	0	0	10	7	0	1	0	0	0	0	0	0	0	0	1	0	55.5555555555556	38.8888888888889	0	5.55555555555556	0	2	5	0	6	1	0
181	trimethyl-pyrazine	122.19	6.43105263157895	11.15	18.738	12.057	21.6574	0.586842105263158	0.98621052631579	0.634578947368421	1.13986315789474	0.25	19	9	3	19	9	6	12	0	0	0	0	6	10	7	2	0	0	0	0	0	0	0	0	0	2	0	52.6315789473684	36.8421052631579	10.5263157894737	0	0	3	4	0	6	1	0
182	ethylhexanoate	144.24	5.5476923076923	13.644	25.7234	15.0002	29.7404	0.524769230769231	0.989361538461539	0.576930769230769	1.14386153846154	0.2	26	10	3	25	9	1	10	6	0.24	1	0	0	16	8	0	2	0	0	0	0	0	0	0	0	2	0	61.5384615384615	30.7692307692308	0	7.69230769230769	0	7	1	0	0	1	0
183	2-methylanisole	122.18	6.43052631578948	11.3488	18.7453	12.2615	21.2854	0.597305263157895	0.986594736842106	0.645342105263157	1.12028421052632	0.25	19	9	2	19	9	6	12	1	0.0526315789473684	0	0	6	10	8	0	1	0	0	0	0	0	0	0	0	1	0	52.6315789473684	42.1052631578947	0	5.26315789473684	0	2	6	0	6	1	0
184	beta-pinene	136.26	5.24076923076923	14.2144	25.0688	16.0912	29.3216	0.546707692307693	0.964184615384616	0.618892307692307	1.12775384615385	0.244444444444444	26	10	3	27	11	1	12	0	0	1	0	0	16	10	0	0	0	0	0	0	0	0	0	0	0	0	61.5384615384615	38.4615384615385	0	0	0	8	2	0	0	1	0
185	2-octanol	130.26	4.82444444444445	13.456	26.2797	15.3071	30.9462	0.498370370370371	0.973322222222223	0.566929629629629	1.14615555555556	0.222222222222222	27	9	3	26	8	0	8	5	0.192307692307692	0	0	0	18	8	0	1	0	0	0	0	0	0	0	0	1	0	66.6666666666667	29.6296296296296	0	3.7037037037037	0	8	0	0	0	1	0
186	beta-carene	136.26	5.24076923076923	14.2144	25.0688	16.0912	29.3216	0.546707692307693	0.964184615384616	0.618892307692307	1.12775384615385	0.244444444444444	26	10	3	27	11	1	12	0	0	1	0	0	16	10	0	0	0	0	0	0	0	0	0	0	0	0	61.5384615384615	38.4615384615385	0	0	0	8	2	0	0	1	0
187	hexenylacetate	141.21	6.1395652173913	12.8538	22.898	13.8581	26.1176	0.558860869565218	0.995565217391305	0.602526086956521	1.13554782608696	0.2	23	10	3	22	9	2	11	5	0.227272727272727	2	0	0	13	8	0	2	0	0	0	0	0	0	0	0	2	0	56.5217391304348	34.7826086956522	0	8.69565217391304	0	5	3	0	0	1	-1
188	myrcene	136.26	5.24076923076923	14.2144	25.0688	16.0912	29.3216	0.546707692307693	0.964184615384616	0.618892307692307	1.12775384615385	0.2	26	10	4	25	9	3	12	4	0.16	3	0	0	16	10	0	0	0	0	0	0	0	0	0	0	0	0	61.5384615384615	38.4615384615385	0	0	0	4	6	0	4	1	0
189	ethyllactate	118.15	6.56388888888889	9.7784	18.3999	10.1705	20.7042	0.543244444444445	1.02221666666667	0.565027777777777	1.15023333333333	0.25	18	8	4	17	7	1	8	3	0.176470588235294	1	0	0	10	5	0	3	0	0	0	0	0	0	0	0	3	0	55.5555555555556	27.7777777777778	0	16.6666666666667	0	4	1	0	0	1	0
190	2,4-heptadienal	110.17	6.12055555555556	10.3488	17.7453	11.2615	20.2854	0.574933333333334	0.98585	0.625638888888889	1.12696666666667	0.25	18	8	2	17	7	3	10	3	0.176470588235294	3	0	0	10	7	0	1	0	0	0	0	0	0	0	0	1	0	55.5555555555556	38.8888888888889	0	5.55555555555556	0	2	5	0	6	1	0
191	octanol	130.26	4.82444444444445	13.456	26.2797	15.3071	30.9462	0.498370370370371	0.973322222222223	0.566929629629629	1.14615555555556	0.222222222222222	27	9	2	26	8	0	8	6	0.230769230769231	0	0	0	18	8	0	1	0	0	0	0	0	0	0	0	1	0	66.6666666666667	29.6296296296296	0	3.7037037037037	0	8	0	0	0	1	0
192	acetylpyridine	121.15	7.571875	10.3166	16.0799	10.7444	17.9533	0.6447875	1.00499375	0.671525	1.12208125	0.25	16	9	2	16	9	7	13	1	0.0625	1	0	6	7	7	1	1	0	0	0	0	0	0	0	0	2	0	43.75	43.75	6.25	6.25	0	1	6	0	8	1	0
193	hexylacetate	144.24	5.5476923076923	13.644	25.7234	15.0002	29.7404	0.524769230769231	0.989361538461539	0.576930769230769	1.14386153846154	0.2	26	10	3	25	9	1	10	6	0.24	1	0	0	16	8	0	2	0	0	0	0	0	0	0	0	2	0	61.5384615384615	30.7692307692308	0	7.69230769230769	0	7	1	0	0	1	0
194	2,3,4,5-tetrahydroanisole	112.19	5.6095	10.8756	19.6289	12.0229	22.7006	0.54378	0.981445	0.601145	1.13503	0.285714285714286	20	8	1	20	8	1	9	1	0.05	1	0	0	12	7	0	1	0	0	0	0	0	0	0	0	1	0	60	35	0	5	0	5	2	0	0	1	0
195	5-(methylthio)-valeronitrile	129.25	6.80263157894737	10.8425	18.5962	12.4604	21.4943	0.570657894736843	0.978747368421053	0.655810526315789	1.13127894736842	0.25	19	8	2	18	7	1	9	4	0.222222222222222	0	1	0	11	6	1	0	0	1	0	0	0	0	0	1	2	0	57.8947368421053	31.5789473684211	5.26315789473684	0	0	5	0	1	0	1	0
196	decane	142.32	4.4475	15.7948	30.7196	18.3754	36.5672	0.493587500000001	0.9599875	0.57423125	1.142725	0.2	32	10	2	31	9	0	9	7	0.225806451612903	0	0	0	22	10	0	0	0	0	0	0	0	0	0	0	0	0	68.75	31.25	0	0	0	10	0	0	0	1	0
197	1,4-cineole	154.28	5.32	15.456	28.2797	17.3071	32.9462	0.53296551724138	0.975162068965518	0.596796551724138	1.13607586206897	0.218181818181818	29	11	3	30	12	0	12	1	0.0333333333333333	0	0	0	18	10	0	1	0	0	0	0	0	0	0	0	1	0	62.0689655172414	34.4827586206897	0	3.44827586206897	0	10	0	0	0	1	0
198	beta-cubebene	204.39	5.24076923076923	21.3216	37.6032	24.1368	43.9824	0.546707692307693	0.964184615384616	0.618892307692308	1.12775384615385	0.161904761904762	39	15	4	41	17	1	18	1	0.024390243902439	1	0	0	24	15	0	0	0	0	0	0	0	0	0	0	0	0	61.5384615384615	38.4615384615385	0	0	0	13	2	0	0	1	0
199	acetylthiazole	127.18	9.78307692307693	8.9769	13.2727	9.6307	14.4581	0.690530769230769	1.02097692307692	0.740823076923077	1.11216153846154	0.285714285714286	13	8	2	13	8	6	11.5	1	0.0769230769230769	1	0	5	5	5	1	1	0	1	0	0	0	0	0	1	3	0	38.4615384615385	38.4615384615385	7.69230769230769	7.69230769230769	0	1	4	0	7	1	0
200	phenylethanal	120.16	7.06823529411765	10.822	16.8617	11.5001	18.8702	0.636588235294118	0.991864705882353	0.676476470588235	1.11001176470588	0.25	17	9	1	17	9	7	13	2	0.117647058823529	1	0	6	8	8	0	1	0	0	0	0	0	0	0	0	1	0	47.0588235294118	47.0588235294118	0	5.88235294117647	0	1	7	0	6	1	0
201	mercaptomethylbutylformate	148.25	7.0595238095238	11.7775	21.0326	13.1251	23.83	0.560833333333334	1.00155238095238	0.625004761904762	1.1347619047619	0.222222222222222	21	9	3	20	8	1	9	5	0.25	1	0	0	12	6	0	2	0	1	0	0	0	0	0	1	3	0	57.1428571428571	28.5714285714286	0	9.52380952380952	0	5	1	0	0	1	0
202	acetylpyrazine	122.14	8.14266666666667	9.8112	15.2981	9.98869999999999	17.0364	0.65408	1.01987333333333	0.665913333333333	1.13576	0.25	15	9	2	15	9	7	13	1	0.0666666666666667	1	0	6	6	6	2	1	0	0	0	0	0	0	0	0	3	0	40	40	13.3333333333333	6.66666666666667	0	1	5	0	8	1	0
203	propionylpyrroline	125.19	6.2595	11.3702	19.8471	12.2672	22.7837	0.56851	0.992355	0.613359999999999	1.139185	0.25	20	9	2	20	9	2	11	1	0.05	2	0	0	11	7	1	1	0	0	0	0	0	0	0	0	2	0	55	35	5	5	0	4	3	0	0	1	0
204	alpha-phellandrene	136.26	5.24076923076923	14.2144	25.0688	16.0912	29.3216	0.546707692307693	0.964184615384616	0.618892307692307	1.12775384615385	0.222222222222222	26	10	3	26	10	2	12	1	0.0384615384615385	2	0	0	16	10	0	0	0	0	0	0	0	0	0	0	0	0	61.5384615384615	38.4615384615385	0	0	0	6	4	0	4	1	0
205	Propionylpyrrole	123.17	6.84277777777778	10.8434	17.9635	11.5058	20.3685	0.602411111111111	0.997972222222222	0.639211111111111	1.13158333333333	0.25	18	9	2	18	9	6	12.5	2	0.111111111111111	1	0	5	9	7	1	1	0	0	0	0	0	0	0	0	2	0	50	38.8888888888889	5.55555555555556	5.55555555555556	0	2	5	0	7	1	0
206	(+)-limonene	136.26	5.24076923076923	14.2144	25.0688	16.0912	29.3216	0.546707692307693	0.964184615384616	0.618892307692307	1.12775384615385	0.222222222222222	26	10	3	26	10	2	12	1	0.0384615384615385	2	0	0	16	10	0	0	0	0	0	0	0	0	0	0	0	0	61.5384615384615	38.4615384615385	0	0	0	6	4	0	0	1	0
207	1,8-cineole	154.28	5.32	15.456	28.2797	17.3071	32.9462	0.53296551724138	0.975162068965518	0.596796551724138	1.13607586206897	0.218181818181818	29	11	3	30	12	0	12	0	0	0	0	0	18	10	0	1	0	0	0	0	0	0	0	0	1	0	62.0689655172414	34.4827586206897	0	3.44827586206897	0	10	0	0	0	1	0
208	2-ethylhexanol	130.26	4.82444444444445	13.456	26.2797	15.3071	30.9462	0.498370370370371	0.973322222222223	0.566929629629629	1.14615555555556	0.222222222222222	27	9	3	26	8	0	8	5	0.192307692307692	0	0	0	18	8	0	1	0	0	0	0	0	0	0	0	1	0	66.6666666666667	29.6296296296296	0	3.7037037037037	0	8	0	0	0	1	0
209	2-acetyl-1,4,5,6-tetrahydropyridine	125.19	6.2595	11.3702	19.8471	12.2672	22.7837	0.56851	0.992355	0.613359999999999	1.139185	0.25	20	9	2	20	9	2	11	1	0.05	2	0	0	11	7	1	1	0	0	0	0	0	0	0	0	2	0	55	35	5	5	0	4	3	0	4	1	0
210	methylethylpyrazine	122.19	6.43105263157895	11.15	18.738	12.057	21.6574	0.586842105263158	0.98621052631579	0.634578947368421	1.13986315789474	0.25	19	9	2	19	9	6	12	1	0.0526315789473684	0	0	6	10	7	2	0	0	0	0	0	0	0	0	0	2	0	52.6315789473684	36.8421052631579	10.5263157894737	0	0	3	4	0	6	1	0
211	alpha-terpinene	136.26	5.24076923076923	14.2144	25.0688	16.0912	29.3216	0.546707692307693	0.964184615384616	0.618892307692307	1.12775384615385	0.222222222222222	26	10	3	26	10	2	12	1	0.0384615384615385	2	0	0	16	10	0	0	0	0	0	0	0	0	0	0	0	0	61.5384615384615	38.4615384615385	0	0	0	6	4	0	4	1	0
212	benzylmethylether	122.18	6.43052631578948	11.3488	18.7453	12.2615	21.2854	0.597305263157895	0.986594736842106	0.645342105263157	1.12028421052632	0.25	19	9	1	19	9	6	12	2	0.105263157894737	0	0	6	10	8	0	1	0	0	0	0	0	0	0	0	1	0	52.6315789473684	42.1052631578947	0	5.26315789473684	0	2	6	0	6	1	0
213	(E)-3-hexenol	100.18	5.27263157894737	9.87560000000001	18.6289	11.0229	21.7006	0.519768421052632	0.980468421052632	0.580152631578947	1.14213684210526	0.285714285714286	19	7	2	18	6	1	7	3	0.166666666666667	1	0	0	12	6	0	1	0	0	0	0	0	0	0	0	1	0	63.1578947368421	31.5789473684211	0	5.26315789473684	0	4	2	0	0	1	0
